name,url,status
torinwolff.com,https://torinwolff.com,active
url shortener,https://url.torinwolff.com,active
SMP,https://smp.torinwolff.com,inactive
ggaib,https://ggaib.torinwolff.com,inactive
unturned,https://unturned.torinwoff.com,inactive
mail,https://mail.torinwolff.com,active
cms,https://cms.torinwolff.com,inactive
